Movement Id,Item Id,Canonical Name,Lot Id,From Location Id,To Location Id,Movement Type,Quantity,Movement At,Case Id,Source System
MOVE-20260708-000106,INV-DRES-STERI_STRIPS_12MM,Steri-Strips 12mm,LOT-DRES-STERI_STRIPS_12MM-04,LOC-STOCK-01,LOC-THEATRE-03,issue, 4 ,24/06/2026 12:18,CASE-244399,ScanTrack Theatre Inventory
MOVE-20260708-000107,INV-DRAP-SHOULDER_ARTHROSCOPY_DRAPE_PAC,Shoulder Arthroscopy Drape Pack,LOT-DRAP-SHOULDER_ARTHROSCOPY_DRAPE_PAC-03,N/A,LOC-STOCK-03,receipt,1,13/06/2026 17:13,,ERP Materials Management
MOVE-20260708-000108,INV-DISP-CEMENT_MIXING_CARTRIDGE, Cement Mixing Cartridge ,LOT-DISP-CEMENT_MIXING_CARTRIDGE-01,N/A,LOC-STOCK-03,receipt,3,25/06/2026 08:37,N/A,ERP Materials Management
MOVE-20260708-000109,INV-CONS-SYRINGE_20ML,Syringe 20ml,LOT-CONS-SYRINGE_20ML-01,,LOC-STOCK-01,return, 1 ,08/06/2026 18:19,N/A, ERP Materials Management 
MOVE-20260708-000110,INV-CONS-LIGHT_HANDLE_COVERS,Light Handle Covers,LOT-CONS-LIGHT_HANDLE_COVERS-01,LOC-STOCK-05,LOC-THEATRE-01,issue, 6 ,09/06/2026 04:57,CASE-249914,Manual Theatre Stocktake
MOVE-20260708-000111,INV-DISP-DISPOSABLE_DRILL_BIT_4_5MM,Disposable Drill Bit 4.5mm,LOT-DISP-DISPOSABLE_DRILL_BIT_4_5MM-01,N/A,LOC-STOCK-01,receipt,5,01/07/2026 22:04,, Manual Theatre Stocktake 
MOVE-20260708-000112,INV-SUTU-PROLENE_3_0, Prolene 3-0 ,LOT-SUTU-PROLENE_3_0-01,LOC-STOCK-02,LOC-THEATRE-01,issue, 1 ,21/06/2026 19:44,CASE-243592, ScanTrack Theatre Inventory 
MOVE-20260708-000113,INV-CONS-ULTRASOUND_GEL, Ultrasound Gel ,LOT-CONS-ULTRASOUND_GEL-03,,LOC-STOCK-01,receipt,1,13/06/2026 13:02,N/A, ScanTrack Theatre Inventory 
MOVE-20260708-000114,INV-SUTU-NYLON_3_0, Nylon 3-0 ,LOT-SUTU-NYLON_3_0-01,,LOC-STOCK-01,receipt,7,08/06/2026 05:51,,Manual Theatre Stocktake
MOVE-20260708-000115,INV-SUTU-SUTURETAPE_1_3MM,SutureTape 1.3mm,LOT-SUTU-SUTURETAPE_1_3MM-04,LOC-STOCK-03,LOC-THEATRE-02, transfer ,8,27/06/2026 23:01,,Manual Theatre Stocktake
MOVE-20260708-000116,INV-CONS-SYRINGE_10ML,Syringe 10ml,LOT-CONS-SYRINGE_10ML-01,LOC-STOCK-05,LOC-THEATRE-04, issue ,3,17/06/2026 16:48,CASE-243796,ScanTrack Theatre Inventory
MOVE-20260708-000117,INV-DRES-TEGADERM_FOAM,Tegaderm Foam,LOT-DRES-TEGADERM_FOAM-01,LOC-STOCK-02,LOC-THEATRE-02,issue, 8 ,03/07/2026 17:40,CASE-248125,ERP Materials Management
MOVE-20260708-000118,INV-IMPL-GLENOID_BASE_COMPONENT,Glenoid Base Component,LOT-IMPL-GLENOID_BASE_COMPONENT-01,LOC-STOCK-05,LOC-THEATRE-02,issue,4,12/06/2026 01:47,CASE-248036,ScanTrack Theatre Inventory
MOVE-20260708-000119,INV-CONS-DIATHERMY_PENCIL,Diathermy Pencil,LOT-CONS-DIATHERMY_PENCIL-04,LOC-STOCK-02,LOC-THEATRE-01,transfer, 5 ,30/06/2026 14:03,,ERP Materials Management
MOVE-20260708-000120,INV-DISP-STEINMANN_PIN_3_0MM,Steinmann Pin 3.0mm,LOT-DISP-STEINMANN_PIN_3_0MM-02,LOC-STOCK-04,LOC-THEATRE-02,transfer,2,01/07/2026 11:15,,ERP Materials Management
MOVE-20260708-000121,INV-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S, Anatomic Tibia Locking Plate Set ,LOT-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S-04,LOC-STOCK-01,LOC-THEATRE-04,issue,2,14/06/2026 00:38,CASE-242249, ScanTrack Theatre Inventory 
MOVE-20260708-000122,INV-INST-DEPUY_SYNTHES_TFNA_INSTRUMENT_,DePuy Synthes TFNA Instrument Tray,LOT-INST-DEPUY_SYNTHES_TFNA_INSTRUMENT_-01,LOC-STOCK-04,LOC-THEATRE-04, transfer , 7 ,07/07/2026 01:23,N/A,ERP Materials Management
MOVE-20260708-000123,INV-INST-DEPUY_SYNTHES_TFNA_INSTRUMENT_,DePuy Synthes TFNA Instrument Tray,LOT-INST-DEPUY_SYNTHES_TFNA_INSTRUMENT_-01,,LOC-STOCK-04, adjustment , 1 ,01/07/2026 23:38,N/A,ERP Materials Management
MOVE-20260708-000124,INV-DRAP-HAND_AND_FOOT_APERTURE_DRAPE_P,Hand and Foot Aperture Drape Pack,LOT-DRAP-HAND_AND_FOOT_APERTURE_DRAPE_P-01,LOC-STOCK-05,LOC-THEATRE-01, issue , 1 ,03/07/2026 03:51,CASE-248886,ScanTrack Theatre Inventory
MOVE-20260708-000125,INV-DISP-DISPOSABLE_REAMER_SMALL,Disposable Reamer – Small,LOT-DISP-DISPOSABLE_REAMER_SMALL-02,N/A,LOC-STOCK-04,return, 2 ,28/06/2026 19:01,,ERP Materials Management
MOVE-20260708-000126,INV-IMPL-INTRAMEDULLARY_FEMORAL_NAIL, Intramedullary Femoral Nail ,LOT-IMPL-INTRAMEDULLARY_FEMORAL_NAIL-01,N/A,LOC-STOCK-02,adjustment,8,30/06/2026 13:49,,Manual Theatre Stocktake
MOVE-20260708-000127,INV-DISP-DISPOSABLE_REAMER_LARGE,Disposable Reamer - Large,LOT-DISP-DISPOSABLE_REAMER_LARGE-01,LOC-STOCK-04,LOC-THEATRE-02,issue, 1 ,13/06/2026 06:20,CASE-244382,ScanTrack Theatre Inventory
MOVE-20260708-000128,INV-SUTU-ETHILON_3_0,Ethilon 3-0,LOT-SUTU-ETHILON_3_0-04,N/A,LOC-STOCK-01,receipt,1,03/07/2026 07:42,N/A,ScanTrack Theatre Inventory
MOVE-20260708-000129,INV-DISP-DISPOSABLE_BURR_3_5MM,Disposable Burr 3.5mm,LOT-DISP-DISPOSABLE_BURR_3_5MM-02,N/A,LOC-STOCK-03,receipt,7,01/07/2026 13:05,,ERP Materials Management
MOVE-20260708-000130,INV-CONS-SAW_BLADE_CONMED_X_1_REF_5071_,Saw Blade (Conmed) x 1 Ref#5071-201,LOT-CONS-SAW_BLADE_CONMED_X_1_REF_5071_-03,N/A,LOC-STOCK-03,receipt, 7 ,20/06/2026 11:04,N/A, ERP Materials Management 
MOVE-20260708-000131,INV-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA,Disposable Saw Blade – Reciprocating,LOT-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA-01,LOC-STOCK-02,LOC-THEATRE-02,transfer, 7 ,02/07/2026 21:14,,Manual Theatre Stocktake
MOVE-20260708-000132,INV-CONS-BONE_WAX,Bone Wax,LOT-CONS-BONE_WAX-01,LOC-STOCK-02,LOC-THEATRE-02,quarantine, 2 ,25/06/2026 04:12,N/A,Manual Theatre Stocktake
MOVE-20260708-000133,INV-DRAP-APPROACH_DRAPE,Approach Drape,LOT-DRAP-APPROACH_DRAPE-03,LOC-STOCK-04,LOC-THEATRE-01,transfer,6,04/07/2026 03:23,N/A,ERP Materials Management
MOVE-20260708-000134,INV-SUTU-PDS_II_1,PDS II 1,LOT-SUTU-PDS_II_1-03,N/A,LOC-STOCK-04, receipt ,7,13/06/2026 20:35,N/A, Manual Theatre Stocktake 
MOVE-20260708-000135,INV-SUTU-PDS_II_1, PDS II 1 ,LOT-SUTU-PDS_II_1-01,LOC-STOCK-04,LOC-THEATRE-04,issue,3,24/06/2026 06:37,CASE-244702,Manual Theatre Stocktake
MOVE-20260708-000136,INV-DRAP-REINFORCED_ADHESIVE_EDGE_DRAPE,Reinforced Adhesive Edge Drape (150x240cm),LOT-DRAP-REINFORCED_ADHESIVE_EDGE_DRAPE-01,LOC-STOCK-05,LOC-THEATRE-04,issue,6,25/06/2026 22:07,CASE-241251,ERP Materials Management
MOVE-20260708-000137,INV-CONS-ARTHROSCOPY_FLUID_3L,Arthroscopy Fluid 3L,LOT-CONS-ARTHROSCOPY_FLUID_3L-04,,LOC-STOCK-02,adjustment, 3 ,23/06/2026 10:12,,ERP Materials Management
MOVE-20260708-000138,INV-DISP-SCALPEL_BLADE_15,Scalpel Blade #15,LOT-DISP-SCALPEL_BLADE_15-04,LOC-STOCK-01,LOC-THEATRE-04,issue,2,02/07/2026 20:24,CASE-249467,Manual Theatre Stocktake
MOVE-20260708-000139,INV-DRES-TEGADERM_FOAM, Tegaderm Foam ,LOT-DRES-TEGADERM_FOAM-02,LOC-STOCK-01,LOC-THEATRE-01, issue ,6,02/07/2026 04:42,CASE-242979,Manual Theatre Stocktake
MOVE-20260708-000140,INV-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA, Disposable Saw Blade – Reciprocating ,LOT-DISP-DISPOSABLE_SAW_BLADE_RECIPROCA-01,LOC-STOCK-02,LOC-THEATRE-04, issue ,8,19/06/2026 03:52,CASE-249858,ScanTrack Theatre Inventory
MOVE-20260708-000141,INV-DISP-DISPOSABLE_REAMER_LARGE, Disposable Reamer – Large ,LOT-DISP-DISPOSABLE_REAMER_LARGE-01,,LOC-STOCK-04, receipt , 4 ,20/06/2026 13:28,N/A,Manual Theatre Stocktake
MOVE-20260708-000142,INV-SUTU-ETHILON_4_0, Ethilon 4-0 ,LOT-SUTU-ETHILON_4_0-03,LOC-STOCK-05,LOC-THEATRE-04, issue ,4,20/06/2026 11:54,CASE-241369,ScanTrack Theatre Inventory
MOVE-20260708-000143,INV-DRES-STERI_STRIPS_12MM,Steri-Strips 12mm,LOT-DRES-STERI_STRIPS_12MM-02,LOC-STOCK-03,LOC-THEATRE-02,issue,2,27/06/2026 07:07,CASE-245926,ERP Materials Management
MOVE-20260708-000144,INV-CONS-IRRIGATION_FLUID_0_9_SALINE_3L, Irrigation Fluid 0.9% Saline 3L ,LOT-CONS-IRRIGATION_FLUID_0_9_SALINE_3L-01,LOC-STOCK-02,LOC-THEATRE-01,quarantine, 6 ,12/06/2026 14:07,,Manual Theatre Stocktake
MOVE-20260708-000145,INV-DRAP-UNIVERSAL_EXTREMITY_DRAPE_PACK,Universal Extremity Drape Pack,LOT-DRAP-UNIVERSAL_EXTREMITY_DRAPE_PACK-01,,LOC-STOCK-04,return,1,22/06/2026 02:26,N/A, Manual Theatre Stocktake 
MOVE-20260708-000146,INV-DRAP-UNIVERSAL_EXTREMITY_DRAPE_PACK,Universal Extremity Drape Pack,LOT-DRAP-UNIVERSAL_EXTREMITY_DRAPE_PACK-04,LOC-STOCK-04,LOC-THEATRE-02,issue, 7 ,26/06/2026 23:08,CASE-243452,ERP Materials Management
MOVE-20260708-000147,INV-EQUI-JACKSON_SPINAL_SURGERY_TABLE,Jackson Spinal Surgery Table,LOT-EQUI-JACKSON_SPINAL_SURGERY_TABLE-01,,LOC-STOCK-01,adjustment, 2 ,01/07/2026 11:44,, Manual Theatre Stocktake 
MOVE-20260708-000148,INV-DRES-TUBIGRIP_SIZE_B,Tubigrip Size B,LOT-DRES-TUBIGRIP_SIZE_B-03,N/A,LOC-STOCK-02, receipt , 7 ,21/06/2026 02:02,N/A, ERP Materials Management 
MOVE-20260708-000149,INV-DRES-OPSITE_FLEXIFIX,Opsite Flexifix,LOT-DRES-OPSITE_FLEXIFIX-03,,LOC-STOCK-04,receipt, 2 ,16/06/2026 07:11,N/A,ScanTrack Theatre Inventory
MOVE-20260708-000150,INV-CONS-BETADINE_PREP_SOLUTION,Betadine Prep Solution,LOT-CONS-BETADINE_PREP_SOLUTION-04,N/A,LOC-STOCK-04,receipt,6,01/07/2026 13:42,N/A,ERP Materials Management
MOVE-20260708-000151,INV-CONS-STERILE_GLOVES,Sterile Gloves,LOT-CONS-STERILE_GLOVES-02,N/A,LOC-STOCK-01,receipt, 7 ,01/07/2026 04:29,N/A,ERP Materials Management
MOVE-20260708-000152,INV-IMPL-HUMERAL_STEM_COMPONENT,Humeral Stem Component,LOT-IMPL-HUMERAL_STEM_COMPONENT-01,N/A,LOC-STOCK-03, adjustment ,5,16/06/2026 14:26,,Manual Theatre Stocktake
MOVE-20260708-000153,INV-DRES-STERI_STRIPS_6MM,Steri-Strips 6mm,LOT-DRES-STERI_STRIPS_6MM-01,LOC-STOCK-01,LOC-THEATRE-01,issue, 5 ,02/07/2026 22:29,CASE-242554,ERP Materials Management
MOVE-20260708-000154,INV-SUTU-VICRYL_0,Vicryl 0,LOT-SUTU-VICRYL_0-02,,LOC-STOCK-01,receipt,3,15/06/2026 02:17,N/A,ERP Materials Management
MOVE-20260708-000155,INV-INST-CONMED_POWERTOOLS_WITH_TRINKLE,Conmed PowerTools with Trinkle,LOT-INST-CONMED_POWERTOOLS_WITH_TRINKLE-01,LOC-STOCK-04,LOC-THEATRE-04, issue , 8 ,12/06/2026 18:43,CASE-244227,ScanTrack Theatre Inventory
MOVE-20260708-000156,INV-IMPL-SUTURETAPE_ANCHORS,SutureTape Anchors,LOT-IMPL-SUTURETAPE_ANCHORS-01,LOC-STOCK-04,LOC-THEATRE-02,issue, 7 ,30/06/2026 20:44,CASE-244453, ERP Materials Management 
MOVE-20260708-000157,INV-IMPL-TRAPEZIATOME_SPACER,Trapeziatome Spacer,LOT-IMPL-TRAPEZIATOME_SPACER-02,LOC-STOCK-05,LOC-THEATRE-02,issue,4,19/06/2026 18:40,CASE-240917,ERP Materials Management
MOVE-20260708-000158,INV-DISP-STEINMANN_PIN_3_0MM,Steinmann Pin 3.0mm,LOT-DISP-STEINMANN_PIN_3_0MM-01,LOC-STOCK-03,LOC-THEATRE-01, issue ,8,16/06/2026 06:33,CASE-245131,ScanTrack Theatre Inventory
MOVE-20260708-000159,INV-SUTU-VICRYL_0, Vicryl 0 ,LOT-SUTU-VICRYL_0-02,LOC-STOCK-01,LOC-THEATRE-04,issue,3,05/07/2026 12:18,CASE-246086,ScanTrack Theatre Inventory
MOVE-20260708-000160,INV-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S,Anatomic Tibia Locking Plate Set,LOT-IMPL-ANATOMIC_TIBIA_LOCKING_PLATE_S-03,LOC-STOCK-03,LOC-THEATRE-01,issue, 2 ,04/07/2026 11:01,CASE-245942,ScanTrack Theatre Inventory
MOVE-20260708-000161,INV-DISP-DISPOSABLE_REAMER_LARGE,Disposable Reamer – Large,LOT-DISP-DISPOSABLE_REAMER_LARGE-02,,LOC-STOCK-01,receipt, 5 ,30/06/2026 14:14,N/A,ScanTrack Theatre Inventory
MOVE-20260708-000162,INV-DRAP-REINFORCED_ADHESIVE_EDGE_DRAPE, Reinforced Adhesive Edge Drape (150x240cm) x 2 (For the side and the extension for the bottom) ,LOT-DRAP-REINFORCED_ADHESIVE_EDGE_DRAPE-01,N/A,LOC-STOCK-05,receipt,1,23/06/2026 22:22,, ERP Materials Management 
MOVE-20260708-000163,INV-SUTU-FIBERTAPE_2MM,FiberTape 2mm,LOT-SUTU-FIBERTAPE_2MM-01,LOC-STOCK-02,LOC-THEATRE-01, issue ,4,25/06/2026 18:00,CASE-241393,ScanTrack Theatre Inventory
MOVE-20260708-000164,INV-SUTU-FIBERWIRE_5,FiberWire #5,LOT-SUTU-FIBERWIRE_5-01,N/A,LOC-STOCK-03,receipt,8,05/07/2026 22:07,N/A,ERP Materials Management
MOVE-20260708-000165,INV-DISP-DISPOSABLE_DRILL_BIT_2_5MM,Disposable Drill Bit 2.5mm,LOT-DISP-DISPOSABLE_DRILL_BIT_2_5MM-02,,LOC-STOCK-03,receipt,5,07/07/2026 14:45,N/A,Manual Theatre Stocktake
MOVE-20260708-000166,INV-DISP-ARTHROSCOPY_SHAVER_BLADE_4_0MM, Arthroscopy Shaver Blade 4.0mm ,LOT-DISP-ARTHROSCOPY_SHAVER_BLADE_4_0MM-01,N/A,LOC-STOCK-02,return, 4 ,23/06/2026 16:31,N/A,Manual Theatre Stocktake
MOVE-20260708-000167,INV-DRES-TEGADERM_FOAM,Tegaderm Foam,LOT-DRES-TEGADERM_FOAM-01,LOC-STOCK-02,LOC-THEATRE-02,issue,2,22/06/2026 22:07,CASE-246672,ScanTrack Theatre Inventory
MOVE-20260708-000168,INV-IMPL-SUTURETAPE_ANCHORS,SutureTape Anchors,LOT-IMPL-SUTURETAPE_ANCHORS-02,N/A,LOC-STOCK-03, receipt , 3 ,06/07/2026 22:08,, ScanTrack Theatre Inventory 
MOVE-20260708-000169,INV-DISP-PULSE_LAVAGE_TIP,Pulse Lavage Tip,LOT-DISP-PULSE_LAVAGE_TIP-04,LOC-STOCK-05,LOC-THEATRE-01,issue,5,30/06/2026 15:55,CASE-242482,ScanTrack Theatre Inventory
MOVE-20260708-000170,INV-IMPL-GLENOSPHERE_COMPONENT, Glenosphere Component ,LOT-IMPL-GLENOSPHERE_COMPONENT-01,N/A,LOC-STOCK-01,receipt,2,27/06/2026 11:04,N/A,ERP Materials Management
MOVE-20260708-000171,INV-DRES-CREPE_BANDAGE,Crepe Bandage,LOT-DRES-CREPE_BANDAGE-01,LOC-STOCK-02,LOC-THEATRE-02,transfer,6,17/06/2026 15:14,N/A,ERP Materials Management
MOVE-20260708-000172,INV-DISP-DISPOSABLE_REAMER_SMALL,Disposable Reamer – Small,LOT-DISP-DISPOSABLE_REAMER_SMALL-02,LOC-STOCK-04,LOC-THEATRE-04,issue,1,20/06/2026 08:37,CASE-243917,ERP Materials Management
MOVE-20260708-000173,INV-SUTU-PDS_II_2_0,PDS II 2-0,LOT-SUTU-PDS_II_2_0-03,LOC-STOCK-03,LOC-THEATRE-02,transfer,8,03/07/2026 13:37,N/A, ERP Materials Management 
MOVE-20260708-000174,INV-CONS-ARTHROSCOPY_FLUID_3L, Arthroscopy Fluid 3L ,LOT-CONS-ARTHROSCOPY_FLUID_3L-01,,LOC-STOCK-05,adjustment,5,13/06/2026 02:23,N/A,ERP Materials Management
MOVE-20260708-000175,INV-IMPL-R3_ACETABULAR_CUP_COMPONENT,R3 Acetabular Cup Component,LOT-IMPL-R3_ACETABULAR_CUP_COMPONENT-03,N/A,LOC-STOCK-02, receipt , 6 ,30/06/2026 06:38,,Manual Theatre Stocktake
MOVE-20260708-000176,INV-CONS-BLADDER_SYRINGE,Bladder Syringe,LOT-CONS-BLADDER_SYRINGE-02,,LOC-STOCK-01,receipt,6,21/06/2026 22:02,N/A, ERP Materials Management 
MOVE-20260708-000177,INV-DRAP-ANKLE_ARTHROSCOPY_DRAPE_PACK,Ankle Arthroscopy Drape Pack,LOT-DRAP-ANKLE_ARTHROSCOPY_DRAPE_PACK-03,N/A,LOC-STOCK-04, receipt ,8,26/06/2026 06:16,,Manual Theatre Stocktake
MOVE-20260708-000178,INV-CONS-SUCTION_YANKAUER_TIP,Suction Yankauer Tip,LOT-CONS-SUCTION_YANKAUER_TIP-01,N/A,LOC-STOCK-03,adjustment,8,08/06/2026 09:43,,ERP Materials Management
MOVE-20260708-000179,INV-DRAP-SPINE_SURGICAL_DRAPE_PACK,Spine Surgical Drape Pack,LOT-DRAP-SPINE_SURGICAL_DRAPE_PACK-02,LOC-STOCK-04,LOC-THEATRE-04,quarantine,1,21/06/2026 11:00,,Manual Theatre Stocktake
MOVE-20260708-000180,INV-DISP-STEINMANN_PIN_4_0MM,Steinmann Pin 4.0mm,LOT-DISP-STEINMANN_PIN_4_0MM-02,LOC-STOCK-03,LOC-THEATRE-02,issue,8,21/06/2026 07:26,CASE-248396,ScanTrack Theatre Inventory
MOVE-20260708-000181,INV-DISP-DISPOSABLE_DRILL_BIT_2_5MM,Disposable Drill Bit 2.5mm,LOT-DISP-DISPOSABLE_DRILL_BIT_2_5MM-01,LOC-STOCK-01,LOC-THEATRE-04,issue, 8 ,26/06/2026 00:56,CASE-240699,ScanTrack Theatre Inventory
MOVE-20260708-000182,INV-SUTU-VICRYL_1,Vicryl 1,LOT-SUTU-VICRYL_1-01,,LOC-STOCK-03, receipt ,4,12/06/2026 11:28,N/A, ERP Materials Management 
MOVE-20260708-000183,INV-CONS-BETADINE_PREP_SOLUTION,Betadine Prep Solution,LOT-CONS-BETADINE_PREP_SOLUTION-03,N/A,LOC-STOCK-01, return ,5,20/06/2026 21:31,N/A,ERP Materials Management
MOVE-20260708-000184,INV-SUTU-MONOCRYL_3_0,Monocryl 3-0,LOT-SUTU-MONOCRYL_3_0-01,LOC-STOCK-04,LOC-THEATRE-01,issue,4,20/06/2026 07:58,CASE-247573,ScanTrack Theatre Inventory
MOVE-20260708-000185,INV-DRAP-HIP_FRACTURE_DRAPE_PACK,Hip Fracture Drape Pack,LOT-DRAP-HIP_FRACTURE_DRAPE_PACK-02,LOC-STOCK-04,LOC-THEATRE-04,issue,8,03/07/2026 00:49,CASE-241406,ERP Materials Management
MOVE-20260708-000186,INV-DRES-TUBIGRIP_SIZE_B,Tubigrip Size B,LOT-DRES-TUBIGRIP_SIZE_B-02,N/A,LOC-STOCK-02,receipt,7,18/06/2026 06:56,N/A,ERP Materials Management
MOVE-20260708-000187,INV-DISP-STEINMANN_PIN_4_0MM,Steinmann Pin 4.0mm,LOT-DISP-STEINMANN_PIN_4_0MM-02,LOC-STOCK-03,LOC-THEATRE-03,issue,6,10/06/2026 11:53,CASE-247967,ERP Materials Management
MOVE-20260708-000188,INV-DRES-OPSITE_FLEXIFIX, Opsite Flexifix ,LOT-DRES-OPSITE_FLEXIFIX-03,N/A,LOC-STOCK-04,adjustment,2,25/06/2026 07:57,,Manual Theatre Stocktake
MOVE-20260708-000189,INV-INST-SYNTHES_LARGE_FRAGMENT_SET,Synthes Large Fragment Set,LOT-INST-SYNTHES_LARGE_FRAGMENT_SET-01,LOC-STOCK-01,LOC-THEATRE-04,issue,3,08/06/2026 20:43,CASE-243497, Manual Theatre Stocktake 
MOVE-20260708-000190,INV-SUTU-FIBERWIRE_5,FiberWire #5,LOT-SUTU-FIBERWIRE_5-02,,LOC-STOCK-01,receipt, 7 ,05/07/2026 03:51,,Manual Theatre Stocktake
MOVE-20260708-000191,INV-IMPL-CPCS_STEM,CPCS Stem,LOT-IMPL-CPCS_STEM-02,LOC-STOCK-03,LOC-THEATRE-02,quarantine,1,28/06/2026 09:00,N/A,ERP Materials Management
MOVE-20260708-000192,INV-DRES-JELONET,Jelonet,LOT-DRES-JELONET-01,LOC-STOCK-05,LOC-THEATRE-03, issue ,3,04/07/2026 04:42,CASE-242322,ERP Materials Management
MOVE-20260708-000193,INV-CONS-SYRINGE_50ML, Syringe 50ml ,LOT-CONS-SYRINGE_50ML-01,LOC-STOCK-02,LOC-THEATRE-03, issue ,8,18/06/2026 21:34,CASE-248597,ERP Materials Management
MOVE-20260708-000194,INV-DRES-AQUACEL_AG,Aquacel Ag,LOT-DRES-AQUACEL_AG-03,,LOC-STOCK-05,return,3,05/07/2026 13:18,N/A,ERP Materials Management
MOVE-20260708-000195,INV-IMPL-CPCS_STEM,CPCS Stem,LOT-IMPL-CPCS_STEM-01,LOC-STOCK-03,LOC-THEATRE-03,issue,3,28/06/2026 23:05,CASE-245722,Manual Theatre Stocktake
MOVE-20260708-000196,INV-IMPL-INTRAMEDULLARY_FEMORAL_NAIL,Intramedullary Femoral Nail,LOT-IMPL-INTRAMEDULLARY_FEMORAL_NAIL-02,LOC-STOCK-01,LOC-THEATRE-02, issue ,7,21/06/2026 20:35,CASE-249344,Manual Theatre Stocktake
MOVE-20260708-000197,INV-INST-CONMED_POWERTOOLS_WITH_TRINKLE, Conmed PowerTools with Trinkle ,LOT-INST-CONMED_POWERTOOLS_WITH_TRINKLE-01,LOC-STOCK-04,LOC-THEATRE-02,transfer,2,11/06/2026 16:09,N/A, ScanTrack Theatre Inventory 
MOVE-20260708-000198,INV-CONS-ARTHROSCOPY_FLUID_3L,Arthroscopy Fluid 3L,LOT-CONS-ARTHROSCOPY_FLUID_3L-02,LOC-STOCK-01,LOC-THEATRE-03,issue,1,01/07/2026 03:37,CASE-247514, ERP Materials Management 
MOVE-20260708-000199,INV-IMPL-R3_ACETABULAR_CUP_COMPONENT,R3 Acetabular Cup Component,LOT-IMPL-R3_ACETABULAR_CUP_COMPONENT-03,N/A,LOC-STOCK-02,return,2,19/06/2026 12:08,,Manual Theatre Stocktake
MOVE-20260708-000200,INV-IMPL-TRAPEZIATOME_SPACER,Trapeziatome Spacer,LOT-IMPL-TRAPEZIATOME_SPACER-01,,LOC-STOCK-05, adjustment ,8,02/07/2026 06:41,N/A,ScanTrack Theatre Inventory
MOVE-20260708-000201,INV-IMPL-FEMORAL_COMPONENT,Femoral Component,LOT-IMPL-FEMORAL_COMPONENT-02,LOC-STOCK-05,LOC-THEATRE-01,transfer,1,28/06/2026 01:13,,ScanTrack Theatre Inventory
MOVE-20260708-000202,INV-CONS-ESCHMARK_BANDAGE,Eschmark Bandage,LOT-CONS-ESCHMARK_BANDAGE-03,LOC-STOCK-04,LOC-THEATRE-02,issue, 7 ,28/06/2026 03:56,CASE-245703,ERP Materials Management
MOVE-20260708-000203,INV-CONS-GAUZE_SWABS_10X10, Gauze Swabs 10x10 ,LOT-CONS-GAUZE_SWABS_10X10-01,LOC-STOCK-04,LOC-THEATRE-01,quarantine,6,21/06/2026 10:39,N/A, ERP Materials Management 
MOVE-20260708-000204,INV-DISP-DISPOSABLE_BURR_4_0MM,Disposable Burr 4.0mm,LOT-DISP-DISPOSABLE_BURR_4_0MM-03,,LOC-STOCK-03,return,2,15/06/2026 06:49,N/A, ScanTrack Theatre Inventory 
MOVE-20260708-000205,INV-IMPL-FEMORAL_STEM_COMPONENT, Femoral Stem Component ,LOT-IMPL-FEMORAL_STEM_COMPONENT-02,LOC-STOCK-04,LOC-THEATRE-03,issue,6,13/06/2026 07:29,CASE-246977,ScanTrack Theatre Inventory
MOVE-20260708-000206,INV-DISP-DISPOSABLE_REAMER_LARGE, Disposable Reamer – Large ,LOT-DISP-DISPOSABLE_REAMER_LARGE-02,N/A,LOC-STOCK-01,receipt,3,17/06/2026 02:51,N/A,Manual Theatre Stocktake
MOVE-20260708-000207,INV-DISP-K_WIRE_2_0MM,K-wire 2.0mm,LOT-DISP-K_WIRE_2_0MM-03,,LOC-STOCK-02,receipt, 3 ,13/06/2026 07:10,N/A,Manual Theatre Stocktake
MOVE-20260708-000208,INV-DISP-PULSE_LAVAGE_TIP,Pulse Lavage Tip,LOT-DISP-PULSE_LAVAGE_TIP-04,LOC-STOCK-05,LOC-THEATRE-04,issue,5,09/06/2026 18:24,CASE-241625,ERP Materials Management
MOVE-20260708-000209,INV-DRAP-REINFORCED_ADHESIVE_EDGE_DRAPE,Reinforced Adhesive Edge Drape (150x240cm),LOT-DRAP-REINFORCED_ADHESIVE_EDGE_DRAPE-01,,LOC-STOCK-05,receipt,1,09/06/2026 22:53,, Manual Theatre Stocktake 
MOVE-20260708-000210,INV-DRAP-REINFORCED_ADHESIVE_EDGE_DRAPE, Reinforced Adhesive Edge Drape (150x240cm) ,LOT-DRAP-REINFORCED_ADHESIVE_EDGE_DRAPE-01,LOC-STOCK-05,LOC-THEATRE-01,issue, 8 ,15/06/2026 02:12,CASE-249522,ERP Materials Management
MOVE-20260708-000211,INV-DRES-AQUACEL_AG, Aquacel Ag ,LOT-DRES-AQUACEL_AG-02,LOC-STOCK-01,LOC-THEATRE-04,issue,4,27/06/2026 20:34,CASE-247448,ScanTrack Theatre Inventory
